Province_State,Country_Region,Lat,Long,Month,TrendlineCoef,Cluster
"Korea, South","Korea, South",35.907757,127.766922,3,347366.5625,3
Vietnam,Vietnam,14.058324,108.277199,3,218585.171875,0
Germany,Germany,51.165691,10.451526,3,209552.296875,0
France,France,46.2276,2.2137,3,88952.046875,2
United Kingdom,United Kingdom,55.3781,-3.436,3,75155.7890625,2
Italy,Italy,41.87194,12.56738,3,62202.01171875,2
Netherlands,Netherlands,52.1326,5.2913,3,50086.9921875,2
Japan,Japan,36.204824,138.252924,3,47785.9921875,2
Russia,Russia,61.52401,105.318756,3,41019.18359375,2
Austria,Austria,47.5162,14.5501,3,40781.53125,2
Brazil,Brazil,-14.235,-51.9253,3,37913.12890625,2
US,US,40.0,-100.0,3,31731.8203125,2
Hong Kong,China,22.3,114.2,3,24773.1171875,1
Malaysia,Malaysia,4.210484,101.975766,3,24613.689453125,1
Switzerland,Switzerland,46.8182,8.2275,3,24192.998046875,1
Thailand,Thailand,15.870032,100.992541,3,23845.56640625,1
Turkey,Turkey,38.9637,35.2433,3,22075.3515625,1
Greece,Greece,39.0742,21.8243,3,20185.552734375,1
New Zealand,New Zealand,-40.9006,174.886,3,17760.40625,1
New South Wales,Australia,-33.8688,151.2093,3,17322.576171875,1
Spain,Spain,40.463667,-3.74922,3,15744.025390625,1
Chile,Chile,-35.6751,-71.543,3,13091.4619140625,1
Indonesia,Indonesia,-0.7893,113.9213,3,12737.189453125,1
Portugal,Portugal,39.3999,-8.2245,3,11852.1552734375,1
Singapore,Singapore,1.2833,103.8333,3,11538.0146484375,1
Slovakia,Slovakia,48.669,19.699,3,10289.0849609375,1
Poland,Poland,51.9194,19.1451,3,9623.49609375,1
Belgium,Belgium,50.8333,4.469936,3,9360.7197265625,1
Czechia,Czechia,49.8175,15.473,3,9178.935546875,1
Israel,Israel,31.046051,34.851612,3,8857.158203125,1
Denmark,Denmark,56.2639,9.5018,3,8843.162109375,1
Finland,Finland,61.92411,25.748151,3,7909.814453125,1
Victoria,Australia,-37.8136,144.9631,3,7861.6005859375,1
Queensland,Australia,-27.4698,153.0251,3,6670.455078125,1
Western Australia,Australia,-31.9505,115.8605,3,5766.8837890625,1
Ireland,Ireland,53.1424,-7.6921,3,5218.8623046875,1
Lithuania,Lithuania,55.1694,23.8813,3,4691.70166015625,1
Mexico,Mexico,23.6345,-102.5528,3,4423.1591796875,1
Norway,Norway,60.472,8.4689,3,4395.8818359375,1
Argentina,Argentina,-38.4161,-63.6167,3,4382.19091796875,1
Latvia,Latvia,56.8796,24.6032,3,4380.74609375,1
Ukraine,Ukraine,48.3794,31.1656,3,4174.20556640625,1
Cyprus,Cyprus,35.1264,33.4299,3,3579.06494140625,1
Romania,Romania,45.9432,24.9668,3,3535.75927734375,1
South Australia,Australia,-34.9285,138.6007,3,3531.44384765625,1
Iran,Iran,32.427908,53.688046,3,3082.068115234375,1
India,India,20.593684,78.96288,3,2699.577880859375,1
Slovenia,Slovenia,46.1512,14.9955,3,2482.97265625,1
Jordan,Jordan,31.24,36.51,3,2174.795654296875,1
Brunei,Brunei,4.5353,114.7277,3,2130.439453125,1
"Korea, South","Korea, South",35.907757,127.766922,4,121802.328125,2
Germany,Germany,51.165691,10.451526,4,117782.484375,2
France,France,46.2276,2.2137,4,99603.328125,2
Italy,Italy,41.87194,12.56738,4,59763.75,0
Japan,Japan,36.204824,138.252924,4,44637.1953125,0
US,US,40.0,-100.0,4,42252.59375,0
Vietnam,Vietnam,14.058324,108.277199,4,32542.50390625,3
United Kingdom,United Kingdom,55.3781,-3.436,4,28682.408203125,3
Thailand,Thailand,15.870032,100.992541,4,20583.443359375,3
Brazil,Brazil,-14.235,-51.9253,4,15911.2353515625,3
New South Wales,Australia,-33.8688,151.2093,4,14501.3583984375,3
Spain,Spain,40.463667,-3.74922,4,11744.9765625,1
Russia,Russia,61.52401,105.318756,4,10642.806640625,1
Austria,Austria,47.5162,14.5501,4,10060.033203125,1
Portugal,Portugal,39.3999,-8.2245,4,9384.873046875,1
Victoria,Australia,-37.8136,144.9631,4,9032.9150390625,1
Greece,Greece,39.0742,21.8243,4,8890.919921875,1
New Zealand,New Zealand,-40.9006,174.886,4,8577.2021484375,1
Malaysia,Malaysia,4.210484,101.975766,4,7969.98486328125,1
Queensland,Australia,-27.4698,153.0251,4,7306.85986328125,1
Belgium,Belgium,50.8333,4.469936,4,7256.43408203125,1
Western Australia,Australia,-31.9505,115.8605,4,7062.33837890625,1
Netherlands,Netherlands,52.1326,5.2913,4,5165.583984375,1
Turkey,Turkey,38.9637,35.2433,4,5110.3173828125,1
South Australia,Australia,-34.9285,138.6007,4,4945.63818359375,1
Finland,Finland,61.92411,25.748151,4,4840.533203125,1
Israel,Israel,31.046051,34.851612,4,4820.7373046875,1
Switzerland,Switzerland,46.8182,8.2275,4,4340.5478515625,1
Ontario,Canada,51.2538,-85.3232,4,4047.29541015625,1
Singapore,Singapore,1.2833,103.8333,4,3218.208984375,1
Czechia,Czechia,49.8175,15.473,4,3159.29296875,1
Chile,Chile,-35.6751,-71.543,4,2705.808837890625,1
Quebec,Canada,52.9399,-73.5491,4,2602.109619140625,1
Slovakia,Slovakia,48.669,19.699,4,2575.023193359375,1
Mexico,Mexico,23.6345,-102.5528,4,2399.5458984375,1
Taiwan*,Taiwan*,23.7,121.0,4,2381.79296875,1
South Africa,South Africa,-30.5595,22.9375,4,2222.66650390625,1
Iran,Iran,32.427908,53.688046,4,2010.7386474609375,1
Shanghai,China,31.202,121.4491,4,1903.862548828125,1
Denmark,Denmark,56.2639,9.5018,4,1892.9215087890625,1
Ireland,Ireland,53.1424,-7.6921,4,1778.501220703125,1
Reunion,France,-21.1151,55.5364,4,1735.82958984375,1
Hungary,Hungary,47.1625,19.5033,4,1692.711181640625,1
India,India,20.593684,78.96288,4,1671.1041259765625,1
Tasmania,Australia,-42.8821,147.3272,4,1487.08251953125,1
Slovenia,Slovenia,46.1512,14.9955,4,1336.0816650390625,1
Cyprus,Cyprus,35.1264,33.4299,4,1266.2193603515625,1
Romania,Romania,45.9432,24.9668,4,1235.8939208984375,1
Hong Kong,China,22.3,114.2,4,1229.5733642578125,1
Lithuania,Lithuania,55.1694,23.8813,4,1222.30517578125,1
US,US,40.0,-100.0,5,97841.1640625,2
Taiwan*,Taiwan*,23.7,121.0,5,67537.2265625,2
Germany,Germany,51.165691,10.451526,5,51128.49609375,3
Japan,Japan,36.204824,138.252924,5,33821.63671875,3
Italy,Italy,41.87194,12.56738,5,30771.34375,3
"Korea, South","Korea, South",35.907757,127.766922,5,27111.767578125,0
France,France,46.2276,2.2137,5,26186.18359375,0
Portugal,Portugal,39.3999,-8.2245,5,22114.822265625,0
Brazil,Brazil,-14.235,-51.9253,5,17683.80859375,0
Spain,Spain,40.463667,-3.74922,5,14701.6591796875,0
Western Australia,Australia,-31.9505,115.8605,5,12546.9365234375,0
Victoria,Australia,-37.8136,144.9631,5,11448.65625,1
New South Wales,Australia,-33.8688,151.2093,5,9919.9375,1
United Kingdom,United Kingdom,55.3781,-3.436,5,8460.60546875,1
New Zealand,New Zealand,-40.9006,174.886,5,7573.6474609375,1
Queensland,Australia,-27.4698,153.0251,5,6359.6806640625,1
Thailand,Thailand,15.870032,100.992541,5,6111.59619140625,1
South Africa,South Africa,-30.5595,22.9375,5,5790.75634765625,1
Argentina,Argentina,-38.4161,-63.6167,5,4946.6796875,1
Chile,Chile,-35.6751,-71.543,5,4804.7548828125,1
Russia,Russia,61.52401,105.318756,5,4637.857421875,1
Greece,Greece,39.0742,21.8243,5,4152.33935546875,1
South Australia,Australia,-34.9285,138.6007,5,3713.966552734375,1
Singapore,Singapore,1.2833,103.8333,5,3658.580322265625,1
Austria,Austria,47.5162,14.5501,5,3592.59423828125,1
Belgium,Belgium,50.8333,4.469936,5,3032.14111328125,1
Panama,Panama,8.538,-80.7821,5,2872.982666015625,1
India,India,20.593684,78.96288,5,2512.874267578125,1
Finland,Finland,61.92411,25.748151,5,2274.230224609375,1
Vietnam,Vietnam,14.058324,108.277199,5,2205.577880859375,1
Malaysia,Malaysia,4.210484,101.975766,5,2060.94970703125,1
Israel,Israel,31.046051,34.851612,5,2048.95654296875,1
Ireland,Ireland,53.1424,-7.6921,5,1761.2705078125,1
Switzerland,Switzerland,46.8182,8.2275,5,1575.309326171875,1
Costa Rica,Costa Rica,9.7489,-83.7534,5,1489.1004638671875,1
Ontario,Canada,51.2538,-85.3232,5,1458.264892578125,1
Turkey,Turkey,38.9637,35.2433,5,1349.3515625,1
Netherlands,Netherlands,52.1326,5.2913,5,1177.7008056640625,1
Mexico,Mexico,23.6345,-102.5528,5,1013.1265869140625,1
Tasmania,Australia,-42.8821,147.3272,5,937.283447265625,1
Australian Capital Territory,Australia,-35.4735,149.0124,5,912.4568481445312,1
Reunion,France,-21.1151,55.5364,5,822.8943481445312,1
Uruguay,Uruguay,-32.5228,-55.7658,5,767.186279296875,1
Quebec,Canada,52.9399,-73.5491,5,717.3818359375,1
Hungary,Hungary,47.1625,19.5033,5,631.1032104492188,1
Denmark,Denmark,56.2639,9.5018,5,626.8197631835938,1
Bahrain,Bahrain,26.0275,50.55,5,572.0250244140625,1
Alberta,Canada,53.9333,-116.5765,5,519.6116943359375,1
Guatemala,Guatemala,15.7835,-90.2308,5,499.1383056640625,1
Saudi Arabia,Saudi Arabia,23.885942,45.079162,5,497.6713562011719,1
US,US,40.0,-100.0,6,103792.0625,3
Germany,Germany,51.165691,10.451526,6,61007.296875,0
Taiwan*,Taiwan*,23.7,121.0,6,57090.171875,0
France,France,46.2276,2.2137,6,47261.0703125,2
Brazil,Brazil,-14.235,-51.9253,6,42253.87890625,2
Italy,Italy,41.87194,12.56738,6,35053.484375,2
Portugal,Portugal,39.3999,-8.2245,6,15717.85546875,1
Japan,Japan,36.204824,138.252924,6,14894.4375,1
United Kingdom,United Kingdom,55.3781,-3.436,6,14144.47265625,1
Spain,Spain,40.463667,-3.74922,6,13187.6943359375,1
India,India,20.593684,78.96288,6,10646.8095703125,1
Chile,Chile,-35.6751,-71.543,6,9885.2216796875,1
Mexico,Mexico,23.6345,-102.5528,6,7922.40771484375,1
"Korea, South","Korea, South",35.907757,127.766922,6,7843.02001953125,1
New South Wales,Australia,-33.8688,151.2093,6,7388.14697265625,1
Israel,Israel,31.046051,34.851612,6,7264.49951171875,1
Greece,Greece,39.0742,21.8243,6,7101.767578125,1
Victoria,Australia,-37.8136,144.9631,6,6644.373046875,1
Austria,Austria,47.5162,14.5501,6,5507.169921875,1
New Zealand,New Zealand,-40.9006,174.886,6,5498.72021484375,1
Western Australia,Australia,-31.9505,115.8605,6,5311.74658203125,1
Argentina,Argentina,-38.4161,-63.6167,6,4937.8505859375,1
Singapore,Singapore,1.2833,103.8333,6,4374.3134765625,1
Queensland,Australia,-27.4698,153.0251,6,3814.376220703125,1
Netherlands,Netherlands,52.1326,5.2913,6,3227.0576171875,1
Russia,Russia,61.52401,105.318756,6,3156.3994140625,1
Switzerland,Switzerland,46.8182,8.2275,6,2843.267822265625,1
Belgium,Belgium,50.8333,4.469936,6,2762.59423828125,1
South Australia,Australia,-34.9285,138.6007,6,2523.562255859375,1
Thailand,Thailand,15.870032,100.992541,6,2269.769287109375,1
Colombia,Colombia,4.5709,-74.2973,6,1994.96044921875,1
Ukraine,Ukraine,48.3794,31.1656,6,1991.814208984375,1
Malaysia,Malaysia,4.210484,101.975766,6,1985.9505615234375,1
Panama,Panama,8.538,-80.7821,6,1961.494140625,1
Morocco,Morocco,31.7917,-7.0926,6,1607.6007080078125,1
Guatemala,Guatemala,15.7835,-90.2308,6,1543.2991943359375,1
Peru,Peru,-9.19,-75.0152,6,1487.9681396484375,1
Bahrain,Bahrain,26.0275,50.55,6,1403.736328125,1
Finland,Finland,61.92411,25.748151,6,1390.326171875,1
United Arab Emirates,United Arab Emirates,23.424076,53.847818,6,1320.340576171875,1
Uruguay,Uruguay,-32.5228,-55.7658,6,1229.3692626953125,1
Denmark,Denmark,56.2639,9.5018,6,1154.105224609375,1
South Africa,South Africa,-30.5595,22.9375,6,1129.94921875,1
Indonesia,Indonesia,-0.7893,113.9213,6,1122.641357421875,1
Ireland,Ireland,53.1424,-7.6921,6,1097.366455078125,1
Hong Kong,China,22.3,114.2,6,1091.6046142578125,1
Turkey,Turkey,38.9637,35.2433,6,1082.6046142578125,1
Martinique,France,14.6415,-61.0242,6,1049.88671875,1
Ecuador,Ecuador,-1.8312,-78.1834,6,1019.3857421875,1
Saudi Arabia,Saudi Arabia,23.885942,45.079162,6,936.1686401367188,1
US,US,40.0,-100.0,7,126466.6640625,0
Japan,Japan,36.204824,138.252924,7,112593.46875,0
Germany,Germany,51.165691,10.451526,7,90813.4453125,3
France,France,46.2276,2.2137,7,90141.1796875,3
Italy,Italy,41.87194,12.56738,7,84903.1015625,3
"Korea, South","Korea, South",35.907757,127.766922,7,49454.453125,2
Brazil,Brazil,-14.235,-51.9253,7,49031.10546875,2
Taiwan*,Taiwan*,23.7,121.0,7,25832.8203125,2
Greece,Greece,39.0742,21.8243,7,24839.416015625,2
Mexico,Mexico,23.6345,-102.5528,7,24254.9765625,2
Turkey,Turkey,38.9637,35.2433,7,22951.625,2
United Kingdom,United Kingdom,55.3781,-3.436,7,21258.806640625,2
India,India,20.593684,78.96288,7,18607.703125,2
Spain,Spain,40.463667,-3.74922,7,15179.046875,1
New South Wales,Australia,-33.8688,151.2093,7,12493.609375,1
Austria,Austria,47.5162,14.5501,7,11058.5947265625,1
Victoria,Australia,-37.8136,144.9631,7,10634.4052734375,1
Peru,Peru,-9.19,-75.0152,7,10130.4140625,1
New Zealand,New Zealand,-40.9006,174.886,7,9193.60546875,1
Singapore,Singapore,1.2833,103.8333,7,9026.3408203125,1
Chile,Chile,-35.6751,-71.543,7,7677.9091796875,1
Israel,Israel,31.046051,34.851612,7,7470.96728515625,1
Queensland,Australia,-27.4698,153.0251,7,7288.11181640625,1
Switzerland,Switzerland,46.8182,8.2275,7,6974.59619140625,1
Belgium,Belgium,50.8333,4.469936,7,6097.482421875,1
Portugal,Portugal,39.3999,-8.2245,7,5802.4033203125,1
Argentina,Argentina,-38.4161,-63.6167,7,5374.85302734375,1
Western Australia,Australia,-31.9505,115.8605,7,5353.08203125,1
Iran,Iran,32.427908,53.688046,7,5200.21435546875,1
Netherlands,Netherlands,52.1326,5.2913,7,5108.64501953125,1
Russia,Russia,61.52401,105.318756,7,5092.97802734375,1
Romania,Romania,45.9432,24.9668,7,4921.0537109375,1
Costa Rica,Costa Rica,9.7489,-83.7534,7,4883.81494140625,1
Guatemala,Guatemala,15.7835,-90.2308,7,4580.107421875,1
South Australia,Australia,-34.9285,138.6007,7,4005.755615234375,1
Indonesia,Indonesia,-0.7893,113.9213,7,3944.73583984375,1
Bolivia,Bolivia,-16.2902,-63.5887,7,3893.31884765625,1
Malaysia,Malaysia,4.210484,101.975766,7,3840.367431640625,1
Hong Kong,China,22.3,114.2,7,3550.99560546875,1
Colombia,Colombia,4.5709,-74.2973,7,3344.711181640625,1
Iraq,Iraq,33.223191,43.679291,7,3254.69677734375,1
Serbia,Serbia,44.0165,21.0059,7,3029.147216796875,1
Tunisia,Tunisia,33.886917,9.537499,7,3015.681396484375,1
Czechia,Czechia,49.8175,15.473,7,2373.647216796875,1
Philippines,Philippines,12.879721,121.774017,7,2323.547119140625,1
Thailand,Thailand,15.870032,100.992541,7,2247.1875,1
Lebanon,Lebanon,33.8547,35.8623,7,2130.542724609375,1
Quebec,Canada,52.9399,-73.5491,7,2095.92822265625,1
Denmark,Denmark,56.2639,9.5018,7,2039.3515625,1
Ecuador,Ecuador,-1.8312,-78.1834,7,1915.57666015625,1
Japan,Japan,36.204824,138.252924,8,203899.875,1
"Korea, South","Korea, South",35.907757,127.766922,8,117477.8046875,2
US,US,40.0,-100.0,8,97722.703125,2
Germany,Germany,51.165691,10.451526,8,40230.2421875,3
Russia,Russia,61.52401,105.318756,8,30508.013671875,3
Turkey,Turkey,38.9637,35.2433,8,28750.966796875,3
Italy,Italy,41.87194,12.56738,8,24894.27734375,3
Taiwan*,Taiwan*,23.7,121.0,8,22757.912109375,3
France,France,46.2276,2.2137,8,19091.67578125,3
Brazil,Brazil,-14.235,-51.9253,8,17973.8828125,3
Vietnam,Vietnam,14.058324,108.277199,8,13388.4931640625,0
India,India,20.593684,78.96288,8,12743.2578125,0
Greece,Greece,39.0742,21.8243,8,11190.1337890625,0
Chile,Chile,-35.6751,-71.543,8,9055.1318359375,0
Mexico,Mexico,23.6345,-102.5528,8,8042.94091796875,0
New South Wales,Australia,-33.8688,151.2093,8,7309.23779296875,0
Peru,Peru,-9.19,-75.0152,8,6603.431640625,0
United Kingdom,United Kingdom,55.3781,-3.436,8,6021.54052734375,0
Hong Kong,China,22.3,114.2,8,5884.5615234375,0
Austria,Austria,47.5162,14.5501,8,5414.603515625,0
Serbia,Serbia,44.0165,21.0059,8,5210.41845703125,0
Indonesia,Indonesia,-0.7893,113.9213,8,4900.59033203125,0
Romania,Romania,45.9432,24.9668,8,4765.40283203125,0
Iran,Iran,32.427908,53.688046,8,4292.6611328125,0
Argentina,Argentina,-38.4161,-63.6167,8,4274.482421875,0
Victoria,Australia,-37.8136,144.9631,8,4060.067626953125,0
Singapore,Singapore,1.2833,103.8333,8,3864.65234375,0
New Zealand,New Zealand,-40.9006,174.886,8,3763.378173828125,0
Poland,Poland,51.9194,19.1451,8,3488.39404296875,0
Philippines,Philippines,12.879721,121.774017,8,3479.140380859375,0
Spain,Spain,40.463667,-3.74922,8,3430.161376953125,0
Malaysia,Malaysia,4.210484,101.975766,8,3313.787841796875,0
Switzerland,Switzerland,46.8182,8.2275,8,2690.412841796875,0
Finland,Finland,61.92411,25.748151,8,2512.709228515625,0
Czechia,Czechia,49.8175,15.473,8,2461.251953125,0
Queensland,Australia,-27.4698,153.0251,8,2447.89599609375,0
Hungary,Hungary,47.1625,19.5033,8,2383.701904296875,0
Portugal,Portugal,39.3999,-8.2245,8,2362.2919921875,0
Belgium,Belgium,50.8333,4.469936,8,2012.191162109375,0
Thailand,Thailand,15.870032,100.992541,8,1950.686279296875,0
Guatemala,Guatemala,15.7835,-90.2308,8,1944.618896484375,0
Bolivia,Bolivia,-16.2902,-63.5887,8,1909.156494140625,0
Western Australia,Australia,-31.9505,115.8605,8,1890.2935791015625,0
Georgia,Georgia,42.3154,43.3569,8,1695.5665283203125,0
Costa Rica,Costa Rica,9.7489,-83.7534,8,1675.074951171875,0
Ontario,Canada,51.2538,-85.3232,8,1530.707275390625,0
Netherlands,Netherlands,52.1326,5.2913,8,1511.8653564453125,0
Israel,Israel,31.046051,34.851612,8,1487.3173828125,0
Slovenia,Slovenia,46.1512,14.9955,8,1374.36376953125,0
Denmark,Denmark,56.2639,9.5018,8,1353.2177734375,0
Japan,Japan,36.204824,138.252924,9,73913.6015625,0
US,US,40.0,-100.0,9,60013.51171875,0
Russia,Russia,61.52401,105.318756,9,49561.2265625,2
"Korea, South","Korea, South",35.907757,127.766922,9,46770.22265625,2
Taiwan*,Taiwan*,23.7,121.0,9,38888.046875,2
Germany,Germany,51.165691,10.451526,9,35678.234375,2
France,France,46.2276,2.2137,9,27556.8515625,3
Italy,Italy,41.87194,12.56738,9,18477.150390625,3
Brazil,Brazil,-14.235,-51.9253,9,7954.68017578125,1
Hong Kong,China,22.3,114.2,9,7464.16796875,1
Greece,Greece,39.0742,21.8243,9,5531.14208984375,1
Austria,Austria,47.5162,14.5501,9,5338.130859375,1
India,India,20.593684,78.96288,9,5165.0546875,1
United Kingdom,United Kingdom,55.3781,-3.436,9,4881.3779296875,1
Turkey,Turkey,38.9637,35.2433,9,4585.66455078125,1
Ukraine,Ukraine,48.3794,31.1656,9,4173.642578125,1
Poland,Poland,51.9194,19.1451,9,4078.134033203125,1
Chile,Chile,-35.6751,-71.543,9,3504.899169921875,1
Czechia,Czechia,49.8175,15.473,9,3141.5703125,1
Serbia,Serbia,44.0165,21.0059,9,2582.066162109375,1
Spain,Spain,40.463667,-3.74922,9,2510.28955078125,1
Portugal,Portugal,39.3999,-8.2245,9,2429.935546875,1
Vietnam,Vietnam,14.058324,108.277199,9,2406.118896484375,1
Indonesia,Indonesia,-0.7893,113.9213,9,2326.026611328125,1
Singapore,Singapore,1.2833,103.8333,9,2227.443603515625,1
Philippines,Philippines,12.879721,121.774017,9,2201.980224609375,1
Switzerland,Switzerland,46.8182,8.2275,9,2096.889892578125,1
New South Wales,Australia,-33.8688,151.2093,9,2094.129150390625,1
Slovakia,Slovakia,48.669,19.699,9,2010.6849365234375,1
Georgia,Georgia,42.3154,43.3569,9,2010.496337890625,1
Slovenia,Slovenia,46.1512,14.9955,9,1929.3056640625,1
Belgium,Belgium,50.8333,4.469936,9,1927.569091796875,1
Mexico,Mexico,23.6345,-102.5528,9,1925.159912109375,1
Malaysia,Malaysia,4.210484,101.975766,9,1907.6591796875,1
Hungary,Hungary,47.1625,19.5033,9,1652.962890625,1
Romania,Romania,45.9432,24.9668,9,1627.29833984375,1
Victoria,Australia,-37.8136,144.9631,9,1542.9383544921875,1
Netherlands,Netherlands,52.1326,5.2913,9,1302.5018310546875,1
Peru,Peru,-9.19,-75.0152,9,1224.4754638671875,1
Ontario,Canada,51.2538,-85.3232,9,1165.4698486328125,1
New Zealand,New Zealand,-40.9006,174.886,9,1144.959228515625,1
Lithuania,Lithuania,55.1694,23.8813,9,1120.8226318359375,1
Latvia,Latvia,56.8796,24.6032,9,1073.7303466796875,1
Costa Rica,Costa Rica,9.7489,-83.7534,9,1065.440673828125,1
Argentina,Argentina,-38.4161,-63.6167,9,1008.45361328125,1
Israel,Israel,31.046051,34.851612,9,995.3579711914062,1
Queensland,Australia,-27.4698,153.0251,9,955.7584228515625,1
Finland,Finland,61.92411,25.748151,9,937.4642944335938,1
Thailand,Thailand,15.870032,100.992541,9,867.829345703125,1
Denmark,Denmark,56.2639,9.5018,9,845.91748046875,1
Germany,Germany,51.165691,10.451526,10,83681.7734375,2
France,France,46.2276,2.2137,10,49670.03125,3
Taiwan*,Taiwan*,23.7,121.0,10,41079.796875,3
US,US,40.0,-100.0,10,37939.49609375,3
Italy,Italy,41.87194,12.56738,10,36816.79296875,3
Japan,Japan,36.204824,138.252924,10,33160.015625,3
"Korea, South","Korea, South",35.907757,127.766922,10,25594.314453125,0
Russia,Russia,61.52401,105.318756,10,12887.9912109375,1
Austria,Austria,47.5162,14.5501,10,10194.939453125,1
United Kingdom,United Kingdom,55.3781,-3.436,10,8289.6552734375,1
Greece,Greece,39.0742,21.8243,10,7571.74755859375,1
Singapore,Singapore,1.2833,103.8333,10,7007.232421875,1
Ukraine,Ukraine,48.3794,31.1656,10,5622.1416015625,1
Hong Kong,China,22.3,114.2,10,5127.88330078125,1
Brazil,Brazil,-14.235,-51.9253,10,5111.505859375,1
Switzerland,Switzerland,46.8182,8.2275,10,4661.1640625,1
Chile,Chile,-35.6751,-71.543,10,4452.505859375,1
Spain,Spain,40.463667,-3.74922,10,3072.603515625,1
Netherlands,Netherlands,52.1326,5.2913,10,2930.559326171875,1
Belgium,Belgium,50.8333,4.469936,10,2378.367431640625,1
Czechia,Czechia,49.8175,15.473,10,2377.15234375,1
India,India,20.593684,78.96288,10,2040.5721435546875,1
New Zealand,New Zealand,-40.9006,174.886,10,2011.63671875,1
Finland,Finland,61.92411,25.748151,10,1970.798828125,1
Indonesia,Indonesia,-0.7893,113.9213,10,1942.006103515625,1
Malaysia,Malaysia,4.210484,101.975766,10,1928.103271484375,1
Philippines,Philippines,12.879721,121.774017,10,1817.2120361328125,1
Turkey,Turkey,38.9637,35.2433,10,1765.9483642578125,1
Hungary,Hungary,47.1625,19.5033,10,1696.691162109375,1
Slovenia,Slovenia,46.1512,14.9955,10,1647.917724609375,1
New South Wales,Australia,-33.8688,151.2093,10,1493.1024169921875,1
Poland,Poland,51.9194,19.1451,10,1491.7230224609375,1
Ontario,Canada,51.2538,-85.3232,10,1373.2451171875,1
Serbia,Serbia,44.0165,21.0059,10,1347.0419921875,1
Denmark,Denmark,56.2639,9.5018,10,1192.315673828125,1
Victoria,Australia,-37.8136,144.9631,10,1174.010498046875,1
Quebec,Canada,52.9399,-73.5491,10,900.220947265625,1
Queensland,Australia,-27.4698,153.0251,10,816.724609375,1
Portugal,Portugal,39.3999,-8.2245,10,798.6032104492188,1
Vietnam,Vietnam,14.058324,108.277199,10,761.7919311523438,1
Sweden,Sweden,60.128161,18.643501,10,747.4592895507812,1
Mexico,Mexico,23.6345,-102.5528,10,729.4915161132812,1
Latvia,Latvia,56.8796,24.6032,10,721.6536254882812,1
Western Australia,Australia,-31.9505,115.8605,10,691.7423095703125,1
Israel,Israel,31.046051,34.851612,10,688.635498046875,1
Bulgaria,Bulgaria,42.7339,25.4858,10,654.3201904296875,1
Slovakia,Slovakia,48.669,19.699,10,588.813720703125,1
Lithuania,Lithuania,55.1694,23.8813,10,586.31494140625,1
Qatar,Qatar,25.3548,51.1839,10,575.5286254882812,1
Romania,Romania,45.9432,24.9668,10,571.4475708007812,1
Japan,Japan,36.204824,138.252924,11,82716.1328125,0
"Korea, South","Korea, South",35.907757,127.766922,11,51795.0859375,3
US,US,40.0,-100.0,11,40965.90625,3
France,France,46.2276,2.2137,11,31674.150390625,2
Italy,Italy,41.87194,12.56738,11,27644.998046875,2
Germany,Germany,51.165691,10.451526,11,27133.712890625,2
Taiwan*,Taiwan*,23.7,121.0,11,18908.595703125,2
Brazil,Brazil,-14.235,-51.9253,11,13776.2861328125,2
Greece,Greece,39.0742,21.8243,11,7821.4404296875,1
Hong Kong,China,22.3,114.2,11,6779.17822265625,1
Indonesia,Indonesia,-0.7893,113.9213,11,6022.46533203125,1
Chile,Chile,-35.6751,-71.543,11,5612.9931640625,1
Russia,Russia,61.52401,105.318756,11,5227.94775390625,1
Austria,Austria,47.5162,14.5501,11,3902.789794921875,1
New South Wales,Australia,-33.8688,151.2093,11,3486.655517578125,1
New Zealand,New Zealand,-40.9006,174.886,11,3357.6923828125,1
United Kingdom,United Kingdom,55.3781,-3.436,11,3312.375,1
Spain,Spain,40.463667,-3.74922,11,3100.23486328125,1
Switzerland,Switzerland,46.8182,8.2275,11,2917.813232421875,1
Malaysia,Malaysia,4.210484,101.975766,11,2904.058837890625,1
Victoria,Australia,-37.8136,144.9631,11,2857.775634765625,1
Peru,Peru,-9.19,-75.0152,11,2849.880859375,1
Singapore,Singapore,1.2833,103.8333,11,2002.9808349609375,1
Finland,Finland,61.92411,25.748151,11,1592.9134521484375,1
Ukraine,Ukraine,48.3794,31.1656,11,1355.9036865234375,1
Western Australia,Australia,-31.9505,115.8605,11,1307.7535400390625,1
Israel,Israel,31.046051,34.851612,11,1258.393310546875,1
South Australia,Australia,-34.9285,138.6007,11,1146.7833251953125,1
Philippines,Philippines,12.879721,121.774017,11,1110.55078125,1
Queensland,Australia,-27.4698,153.0251,11,1100.4996337890625,1
Czechia,Czechia,49.8175,15.473,11,943.7434692382812,1
Georgia,Georgia,42.3154,43.3569,11,885.1539306640625,1
Hungary,Hungary,47.1625,19.5033,11,881.581787109375,1
Guangdong,China,23.3417,113.4244,11,881.0665283203125,1
Netherlands,Netherlands,52.1326,5.2913,11,847.9307861328125,1
Portugal,Portugal,39.3999,-8.2245,11,820.0042114257812,1
Belgium,Belgium,50.8333,4.469936,11,792.0211181640625,1
Slovenia,Slovenia,46.1512,14.9955,11,791.6847534179688,1
Ontario,Canada,51.2538,-85.3232,11,763.278076171875,1
Quebec,Canada,52.9399,-73.5491,11,732.5263671875,1
India,India,20.593684,78.96288,11,627.4515991210938,1
Serbia,Serbia,44.0165,21.0059,11,620.8919067382812,1
Denmark,Denmark,56.2639,9.5018,11,589.8024291992188,1
